variable,mean,lower_bound,upper_bound
189.0,787.549,776.0,800.0
190.0,743.653,733.0,757.0
191.0,831.75,820.0,843.0
192.0,891.219,880.0,905.0
193.0,829.889,820.0,842.0
194.0,880.948,868.0,894.0
195.0,1317.005,1301.0,1334.0
196.0,1310.051,1297.0,1326.3180000000002
197.0,1189.043,1174.0,1205.0
198.0,623.142,613.0,634.0
199.0,295.775,288.0,304.0
200.0,201.342,196.0,208.3180000000001
201.0,194.131,189.0,201.0
202.0,138.948,134.0,145.0
203.0,120.376,115.0,125.0
204.0,131.676,127.0,137.0
205.0,132.761,127.0,138.0
206.0,102.162,98.0,107.0
207.0,89.299,85.0,93.0
208.0,68.695,65.0,73.0
209.0,46.892,44.0,50.0
210.0,20.154,18.0,22.0
211.0,23.868,22.0,26.0
212.0,8.111,7.0,9.0
213.0,2.3200934579439254,,
