variable,mean,lower_bound,upper_bound
57.0,13260.245,13211.0,13311.0
58.0,13020.384,12972.0,13074.318
59.0,12966.645,12923.0,13023.318
60.0,12913.097,12862.0,12967.0
61.0,13269.579,13221.0,13324.318
62.0,13020.553,12973.0,13075.0
63.0,12971.799,12923.0,13029.0
64.0,12395.684,12349.0,12450.0
65.0,12320.75,12276.659,12371.0
66.0,11450.177,11404.659,11502.318
67.0,10447.997,10407.659,10495.0
68.0,9320.472,9283.0,9368.0
69.0,10494.11,10456.0,10539.318
70.0,9549.872,9510.0,9596.636
71.0,9034.092,8994.659,9079.318
72.0,8716.794,8670.0,8764.318
73.0,9966.385,9929.0,10014.0
74.0,8888.957,8852.0,8935.0
75.0,8559.369,8521.0,8601.318
76.0,8015.164,7979.0,8057.0
77.0,7959.047,7917.0,8005.0
78.0,7999.632,7962.0,8040.0
79.0,8458.039,8421.0,8507.0
80.0,8438.628,8398.0,8484.0
81.0,8671.154,8629.0,8714.318
82.0,7922.472,7889.0,7968.0
83.0,7850.958,7811.0,7891.0
84.0,7535.945,7502.0,7577.0
85.0,7881.547,7842.0,7930.0
86.0,7489.576,7460.0,7529.0
87.0,8067.106,8032.0,8113.318
88.0,7645.699,7609.0,7690.0
89.0,7050.006,7018.0,7087.0
90.0,7325.137,7295.659,7363.0
91.0,7085.732,7052.659,7125.0
92.0,5873.457,5840.0,5912.0
93.0,5452.941,5421.0,5490.0
94.0,5728.995,5698.0,5764.318
95.0,5779.41,5746.0,5816.0
96.0,5483.326,5450.659,5522.0
97.0,4863.732,4837.0,4897.318
98.0,5316.286,5286.0,5354.0
99.0,5298.503,5269.0,5333.0
100.0,5521.681,5494.0,5556.0
101.0,5281.272,5250.0,5313.0
102.0,5910.524,5879.0,5947.0
103.0,5716.971,5684.0,5754.0
104.0,5939.603,5908.0,5978.0
105.0,6222.742,6191.0,6259.0
106.0,5512.447,5485.0,5550.0
107.0,5140.631,5109.0,5172.0
108.0,5134.816,5107.0,5169.0
109.0,4348.412,4321.0,4378.0
110.0,4091.654,4067.0,4119.0
111.0,4035.573,4010.0,4066.0
112.0,3721.298,3698.0,3746.318
113.0,3422.942,3400.0,3449.0
114.0,3139.054,3115.659,3165.0
115.0,3418.674,3394.0,3448.0
116.0,3675.928,3649.0,3705.318
117.0,4063.066,4034.659,4093.318
118.0,4395.605,4367.659,4429.0
119.0,4153.937,4129.0,4184.0
120.0,4045.309,4016.0,4075.318
121.0,3701.414,3680.0,3727.0
122.0,3934.19,3908.659,3962.318
123.0,4144.967,4119.0,4178.0
124.0,3924.087,3897.0,3956.0
125.0,3968.885,3943.0,4001.0
126.0,3638.57,3612.0,3667.0
127.0,3635.794,3612.659,3665.0
128.0,3693.871,3667.0,3723.0
129.0,3838.495,3814.0,3867.0
130.0,3645.876,3622.0,3675.0
131.0,3583.571,3560.0,3611.0
132.0,2942.161,2920.0,2968.0
133.0,3157.712,3133.0,3183.0
134.0,2845.693,2823.659,2872.0
135.0,3118.611,3095.0,3144.0
136.0,3178.414,3158.0,3205.0
137.0,2915.538,2894.0,2941.0
138.0,3836.308,3811.0,3867.0
139.0,3729.321,3706.0,3753.318
140.0,3992.95,3968.0,4024.318
141.0,3178.864,3157.659,3206.0
142.0,3217.062,3194.0,3244.0
143.0,2867.607,2845.0,2895.0
144.0,3219.88,3197.0,3248.0
145.0,3138.451,3113.0,3167.0
146.0,2960.23,2937.659,2984.0
147.0,2840.163,2817.0,2866.318
148.0,2579.421,2558.0,2603.0
149.0,2527.376,2507.0,2552.0
150.0,2469.172,2449.0,2494.0
151.0,2524.431,2504.0,2548.0
152.0,2659.816,2638.0,2686.0
153.0,2946.101,2925.0,2973.0
154.0,2760.2,2740.0,2782.318
155.0,3232.855,3209.0,3259.0
156.0,3068.216,3045.0,3093.0
157.0,2978.348,2956.659,3001.318
158.0,2908.894,2888.659,2934.318
159.0,2663.386,2641.659,2686.0
160.0,2746.897,2724.0,2771.0
161.0,3131.953,3109.0,3157.0
162.0,2855.822,2835.659,2879.0
163.0,2287.652,2269.0,2311.0
164.0,2397.23,2375.659,2422.0
165.0,2527.427,2507.0,2550.0
166.0,2062.855,2043.0,2083.0
167.0,1760.737,1743.0,1781.0
168.0,2279.55,2261.0,2301.0
169.0,1933.055,1914.0,1953.0
170.0,1829.124,1813.0,1850.0
171.0,2071.456,2055.0,2093.0
172.0,1914.859,1897.0,1935.0
173.0,1626.33,1612.0,1644.3180000000002
174.0,1919.758,1901.0,1941.0
175.0,1903.918,1884.0,1924.0
176.0,1808.186,1789.0,1829.0
177.0,2036.599,2018.0,2058.0
178.0,2185.924,2167.0,2209.0
179.0,2414.536,2391.0,2441.0
180.0,2580.817,2561.0,2604.318
181.0,2534.312,2513.0,2558.0
182.0,1876.627,1859.0,1898.0
183.0,2091.642,2074.0,2114.318
184.0,2060.44,2041.0,2081.0
185.0,2112.842,2094.0,2134.0
186.0,1928.212,1910.0,1948.0
187.0,1818.554,1801.0,1838.0
188.0,1675.219,1660.0,1693.0
189.0,1757.534,1741.0,1776.0
190.0,1718.191,1700.0,1738.3180000000002
191.0,1460.327,1444.0,1479.0
192.0,1364.685,1348.0,1382.0
193.0,1307.074,1293.0,1323.3180000000002
194.0,1304.924,1290.0,1320.0
195.0,1392.561,1377.0,1410.0
196.0,1558.13,1542.0,1577.0
197.0,1472.154,1457.0,1492.0
198.0,1465.446,1448.0,1485.0
199.0,1358.001,1343.0,1375.0
200.0,1150.295,1137.0,1167.0
201.0,1296.771,1281.0,1314.0
202.0,1465.469,1450.0,1483.0
203.0,1317.269,1301.0,1334.0
204.0,1593.272,1577.0,1612.0
205.0,1736.642,1718.0,1755.0
206.0,1902.594,1884.0,1923.0
207.0,2004.583,1984.0,2025.3180000000002
208.0,1626.357,1608.659,1646.0
209.0,1415.344,1401.0,1432.0
210.0,1331.204,1316.0,1349.0
211.0,1423.966,1410.659,1441.0
212.0,1425.885,1410.0,1444.0
213.0,1512.955,1497.0,1532.0
214.0,1487.716,1470.0,1508.0
215.0,1276.777,1263.0,1292.0
216.0,1414.186,1398.0,1432.0
217.0,1238.197,1224.659,1255.0
218.0,1276.207,1262.0,1292.0
219.0,1224.195,1210.0,1240.0
220.0,1172.78,1157.0,1189.0
221.0,1186.118,1173.0,1201.0
222.0,1195.913,1182.0,1212.0
223.0,1315.378,1301.659,1332.0
224.0,1473.0,1456.0,1491.0
225.0,1324.565,1311.0,1342.0
226.0,1316.586,1301.659,1334.0
227.0,1432.638,1415.0,1452.0
228.0,1507.429,1493.0,1525.0
229.0,1427.25,1410.659,1443.3180000000002
230.0,1446.841,1431.0,1465.0
231.0,1382.678,1366.0,1401.0
232.0,1418.692,1402.0,1437.0
233.0,1286.049,1270.0,1304.0
234.0,1343.597,1329.0,1361.3180000000002
235.0,1551.151,1535.0,1570.0
236.0,1440.92,1424.0,1456.3180000000002
237.0,1246.027,1232.0,1263.0
238.0,1390.616,1375.0,1406.0
239.0,1474.066,1459.0,1492.0
240.0,1325.321,1310.0,1343.0
241.0,1255.425,1241.0,1272.3180000000002
242.0,1379.946,1365.0,1398.0
243.0,1478.616,1463.0,1497.0
244.0,1367.785,1352.0,1385.0
245.0,1386.481,1373.0,1403.0
246.0,1209.629,1196.0,1225.0
247.0,1298.286,1282.0,1316.0
248.0,1176.432,1163.0,1192.0
249.0,1203.88,1190.0,1221.0
250.0,1141.705,1126.0,1157.0
251.0,1262.442,1246.0,1280.0
252.0,1227.003,1214.0,1244.0
253.0,1061.817,1048.0,1077.0
254.0,1043.663,1030.0,1060.0
255.0,1232.329,1217.0,1250.0
256.0,1287.582,1273.0,1305.0
257.0,1294.174,1279.0,1313.0
258.0,1099.936,1087.0,1116.0
259.0,1057.285,1044.0,1072.0
260.0,1142.429,1128.0,1159.0
261.0,1307.378,1291.0,1326.0
262.0,1034.682,1021.0,1050.0
263.0,981.974,970.0,996.0
264.0,1073.476,1059.0,1089.0
265.0,1185.564,1170.0,1200.0
266.0,1320.533,1306.0,1336.0
267.0,1678.695,1661.0,1697.0
268.0,1702.695,1685.659,1723.3180000000002
269.0,1357.817,1345.0,1375.0
270.0,1251.992,1237.0,1267.0
271.0,997.283,984.0,1012.0
272.0,1066.049,1052.0,1081.3180000000002
273.0,871.772,860.0,886.0
274.0,934.703,921.0,949.0
275.0,944.39,932.0,959.0
276.0,832.389,820.0,846.0
277.0,950.953,939.0,965.0
278.0,884.169,870.0,899.0
279.0,960.199,946.0,975.0
280.0,898.342,887.0,911.0
281.0,646.648,636.0,660.0
282.0,672.165,661.0,684.3180000000001
283.0,608.482,597.0,620.0
284.0,567.479,558.0,578.0
285.0,558.007,549.0,568.0
286.0,679.278,668.6590000000001,692.0
287.0,542.823,532.0,554.0
288.0,471.86,463.0,482.0
289.0,547.937,538.6590000000001,560.0
290.0,447.417,438.0,457.0
291.0,504.461,495.0,516.0
292.0,434.029,425.0,444.0
293.0,444.957,436.0,455.0
294.0,378.372,370.0,387.0
295.0,373.751,366.0,383.0
296.0,463.898,454.0,474.0
297.0,424.358,415.0,435.0
298.0,266.964,260.0,275.0
299.0,398.866,389.0,409.0
300.0,278.821,272.0,286.0
301.0,228.361,222.0,235.0
302.0,195.743,190.65900000000005,202.0
303.0,167.329,161.0,173.0
304.0,147.524,142.0,153.0
305.0,126.8,122.0,132.0
306.0,86.886,83.0,91.0
307.0,51.285,48.0,54.0
308.0,37.044,35.0,40.0
309.0,23.995,22.0,26.0
310.0,28.769,27.0,31.0
311.0,19.102,17.0,21.0
312.0,10.076,9.0,11.0
313.0,5.146761133603239,,
