variable,mean,lower_bound,upper_bound
236.0,3396.309,3303.0,3495.0
237.0,3285.637,3188.0,3382.05
238.0,3728.245,3625.0,3831.0
239.0,3771.371,3671.95,3872.05
240.0,3709.971,3613.0,3805.0
241.0,3402.372,3303.0,3499.0
242.0,3406.38,3311.0,3501.0
243.0,3701.566,3599.9,3809.1
244.0,3413.588,3316.95,3509.0
245.0,3664.443,3566.0,3768.0
246.0,3472.677,3375.95,3571.1
247.0,3522.053,3427.9,3619.05
248.0,3369.411,3270.0,3465.0
249.0,3347.275,3248.0,3441.0
250.0,3417.999,3328.95,3513.05
251.0,3611.37,3510.0,3705.05
252.0,3849.64,3746.95,3952.1
253.0,3503.114,3410.0,3603.0
254.0,3374.835,3283.0,3474.0
255.0,3138.774,3048.0,3230.05
256.0,3191.691,3100.0,3281.05
257.0,3247.311,3152.95,3342.05
258.0,2895.847,2811.0,2987.05
259.0,2853.339,2770.0,2942.1
260.0,2688.028,2595.95,2770.0
261.0,2885.351,2803.0,2977.0
262.0,2635.468,2551.0,2722.0
263.0,2555.639,2477.0,2643.05
264.0,2699.034,2623.9,2784.0
265.0,2819.288,2733.95,2915.05
266.0,2883.777,2800.0,2968.0
267.0,3192.34,3097.0,3281.1
268.0,3101.255,3013.0,3196.0
269.0,2682.548,2598.0,2769.0
270.0,2520.601,2438.0,2608.0
271.0,2251.328,2172.0,2331.0
272.0,2271.049,2196.0,2348.1
273.0,2020.077,1944.0,2092.0
274.0,1997.928,1927.0,2069.05
275.0,2071.796,1999.95,2149.0
276.0,1954.683,1880.95,2033.0
277.0,2139.765,2063.95,2220.0
278.0,2167.665,2092.0,2245.05
279.0,2402.997,2321.0,2482.0
280.0,2183.332,2110.0,2262.0
281.0,1678.692,1616.95,1744.0
282.0,1784.625,1714.0,1857.0
283.0,1657.242,1592.95,1722.05
284.0,1626.471,1558.95,1697.0
285.0,1674.712,1606.0,1748.0
286.0,1991.975,1919.0,2065.0
287.0,1580.541,1516.0,1646.1
288.0,1470.01,1408.0,1531.05
289.0,1444.082,1379.0,1507.0
290.0,1134.446,1079.0,1189.05
291.0,1132.591,1079.0,1187.0
292.0,1030.167,975.0,1084.0
293.0,1062.753,1009.95,1114.0
294.0,921.771,871.0,972.0
295.0,848.129,802.0,899.0
296.0,1127.185,1071.0,1184.05
297.0,1041.533,991.0,1094.05
298.0,825.751,781.0,869.05
299.0,1006.895,955.95,1057.05
300.0,622.47,582.0,666.05
301.0,463.913,428.0,502.0
302.0,384.418,353.0,415.0
303.0,307.661,278.95,339.0
304.0,308.961,280.0,337.0
305.0,276.572,248.0,306.0
306.0,222.276,198.0,246.04999999999995
307.0,157.119,137.0,180.0
308.0,119.76,103.0,139.0
309.0,80.084,65.0,95.0
310.0,78.59,65.0,93.0
311.0,52.888,41.0,66.0
312.0,34.996,25.0,45.0
313.0,9.916,5.0,16.0
