variable,mean,lower_bound,upper_bound
84.0,14169.426,13980.0,14361.0
85.0,16115.516,15900.75,16325.15
86.0,17028.269,16822.0,17241.0
87.0,16218.112,16014.95,16426.05
88.0,15811.284,15612.95,16016.05
89.0,16123.51,15915.0,16316.05
90.0,15802.354,15593.95,16011.0
91.0,15154.039,14957.0,15364.0
92.0,16128.703,15914.9,16337.0
93.0,16548.979,16339.95,16757.05
94.0,16150.445,15952.9,16373.05
95.0,14769.621,14577.85,14962.0
96.0,14209.773,14020.0,14408.0
97.0,12943.747,12750.9,13127.05
98.0,11915.308,11735.95,12098.05
99.0,11718.484,11541.95,11891.0
100.0,12491.113,12315.95,12685.05
101.0,12464.887,12280.0,12640.0
102.0,12451.902,12270.0,12641.05
103.0,11532.426,11350.0,11709.05
104.0,9838.053,9684.0,9999.05
105.0,9147.057,8986.0,9312.1
106.0,8388.447,8247.9,8532.05
107.0,8769.371,8610.95,8924.1
108.0,9333.987,9171.85,9484.0
109.0,9046.589,8888.0,9201.05
110.0,7643.137,7505.0,7786.0
111.0,6801.352,6671.0,6931.0
112.0,6747.555,6615.0,6884.0
113.0,6140.644,6020.95,6263.05
114.0,5863.834,5741.95,5994.0
115.0,6087.815,5959.95,6221.05
116.0,5955.897,5822.95,6088.0
117.0,6338.683,6206.9,6477.05
118.0,6727.422,6604.0,6855.1
119.0,6293.079,6164.9,6423.0
120.0,6202.34,6074.0,6335.05
121.0,6568.266,6434.0,6693.0
122.0,6337.591,6213.95,6458.05
123.0,6672.591,6538.95,6809.0
124.0,6420.667,6292.0,6551.05
125.0,7347.298,7208.0,7488.0
126.0,7896.084,7757.95,8042.2
127.0,8038.235,7888.95,8178.15
128.0,7602.121,7470.95,7743.0
129.0,7042.633,6903.0,7180.0
130.0,7129.498,6984.95,7275.05
131.0,7472.763,7335.0,7613.05
132.0,7345.26,7205.95,7485.05
133.0,7418.653,7275.95,7563.0
134.0,6679.0,6542.0,6818.05
135.0,6513.09,6372.95,6652.0
136.0,6596.854,6463.0,6720.1
137.0,6357.218,6223.0,6500.0
138.0,6458.79,6322.95,6589.05
139.0,7376.122,7237.95,7524.05
140.0,7908.576,7763.0,8052.0
141.0,7858.275,7715.9,8000.05
142.0,6531.285,6402.8,6665.0
143.0,5633.856,5514.0,5765.05
144.0,5272.13,5153.0,5392.05
145.0,5093.539,4977.95,5220.0
146.0,4623.831,4512.0,4731.1
147.0,5181.11,5069.95,5302.05
148.0,5304.257,5191.9,5425.05
149.0,5144.335,5025.0,5263.05
150.0,5045.325,4928.0,5168.05
151.0,5273.218,5157.9,5386.05
152.0,4828.102,4711.0,4942.0
153.0,4873.64,4759.95,4986.05
154.0,5021.102,4896.95,5142.0
155.0,5269.049,5154.0,5394.0
156.0,5074.531,4967.95,5181.1
157.0,5199.447,5086.0,5322.05
158.0,5058.013,4938.95,5176.0
159.0,4644.145,4539.0,4746.0
160.0,4619.203,4505.95,4721.0
161.0,5361.418,5236.0,5482.0
162.0,5026.152,4912.0,5141.0
163.0,4587.769,4477.9,4703.05
164.0,4892.118,4781.0,5010.05
165.0,4400.935,4291.95,4510.05
166.0,3789.247,3687.0,3887.1
167.0,3943.459,3840.0,4044.1
168.0,3315.591,3223.95,3407.0
169.0,3404.581,3308.9,3501.05
170.0,3115.176,3032.95,3208.0
171.0,2650.184,2566.0,2735.0
172.0,2680.166,2598.0,2760.0
173.0,3021.0,2927.95,3112.0
174.0,2738.591,2654.0,2824.05
175.0,2651.308,2571.95,2734.0
176.0,2492.409,2413.0,2572.05
177.0,2265.759,2186.95,2345.0
178.0,2467.482,2381.95,2546.0
179.0,2286.716,2216.0,2362.05
180.0,2041.149,1965.95,2114.0
181.0,1924.708,1850.0,1993.1499999999999
182.0,2162.135,2084.95,2236.0
183.0,2214.046,2142.0,2293.05
184.0,1968.933,1896.95,2042.0
185.0,1620.553,1554.0,1688.0
186.0,1574.848,1508.95,1641.0
187.0,1462.363,1406.0,1525.0
188.0,1320.512,1260.0,1377.05
189.0,1239.93,1182.0,1300.0
190.0,1147.118,1091.0,1203.0
191.0,1179.711,1124.0,1236.0
192.0,1259.817,1201.0,1316.0
193.0,1186.974,1132.0,1243.05
194.0,1310.583,1252.0,1372.0
195.0,1884.338,1813.95,1953.05
196.0,1905.477,1837.0,1978.0
197.0,1719.584,1649.0,1789.0
198.0,919.186,871.0,969.05
199.0,508.009,468.0,545.05
200.0,361.572,330.0,392.0
201.0,338.315,308.95,369.04999999999995
202.0,270.569,245.0,298.0
203.0,242.226,216.0,267.0
204.0,260.572,234.0,288.0
205.0,224.849,200.0,250.0
206.0,197.256,174.0,221.0
207.0,152.636,133.0,173.0
208.0,138.358,118.0,158.0
209.0,111.322,95.0,129.04999999999995
210.0,58.036,45.0,71.0
211.0,44.685,34.0,56.0
212.0,21.997,14.0,30.0
213.0,14.147,9.0,21.0
