variable,mean,lower_bound,upper_bound
94,38417.0,38417.0,38417.0
95,36340.0,36340.0,36340.0
96,33918.0,33918.0,33918.0
97,33787.0,33787.0,33787.0
98,33602.0,33602.0,33602.0
99,32779.0,32779.0,32779.0
100,32892.0,32892.0,32892.0
101,32904.0,32904.0,32904.0
102,33886.0,33886.0,33886.0
103,31460.0,31460.0,31460.0
104,31417.0,31417.0,31417.0
105,30510.0,30510.0,30510.0
106,29761.0,29761.0,29761.0
107,29065.0,29065.0,29065.0
108,28663.0,28663.0,28663.0
109,28635.0,28635.0,28635.0
110,29328.0,29328.0,29328.0
111,30467.0,30467.0,30467.0
112,29419.0,29419.0,29419.0
113,28708.0,28708.0,28708.0
114,28384.0,28384.0,28384.0
115,28016.0,28016.0,28016.0
116,29867.0,29867.0,29867.0
117,29375.0,29375.0,29375.0
118,28066.0,28066.0,28066.0
119,27586.0,27586.0,27586.0
120,28457.0,28457.0,28457.0
121,29422.0,29422.0,29422.0
122,31376.0,31376.0,31376.0
123,30998.0,30998.0,30998.0
124,31002.0,31002.0,31002.0
125,30052.0,30052.0,30052.0
126,26971.0,26971.0,26971.0
127,24939.0,24939.0,24939.0
128,23999.0,23999.0,23999.0
129,24800.0,24800.0,24800.0
130,22959.0,22959.0,22959.0
131,22179.0,22179.0,22179.0
132,21676.0,21676.0,21676.0
133,23652.0,23652.0,23652.0
134,21496.0,21496.0,21496.0
135,22593.0,22593.0,22593.0
136,22696.0,22696.0,22696.0
137,23300.0,23300.0,23300.0
138,22504.0,22504.0,22504.0
139,23460.0,23460.0,23460.0
140,21770.0,21770.0,21770.0
141,20988.0,20988.0,20988.0
142,19634.0,19634.0,19634.0
143,18986.0,18986.0,18986.0
144,17113.0,17113.0,17113.0
145,16362.0,16362.0,16362.0
146,15797.0,15797.0,15797.0
147,17871.0,17871.0,17871.0
148,18054.0,18054.0,18054.0
149,18552.0,18552.0,18552.0
150,19207.0,19207.0,19207.0
151,18900.0,18900.0,18900.0
152,19049.0,19049.0,19049.0
153,18179.0,18179.0,18179.0
154,19057.0,19057.0,19057.0
155,20100.0,20100.0,20100.0
156,20194.0,20194.0,20194.0
157,20344.0,20344.0,20344.0
158,20775.0,20775.0,20775.0
159,23448.0,23448.0,23448.0
160,23419.0,23419.0,23419.0
161,21374.0,21374.0,21374.0
162,19984.0,19984.0,19984.0
163,19652.0,19652.0,19652.0
164,18704.0,18704.0,18704.0
165,18961.0,18961.0,18961.0
166,17057.0,17057.0,17057.0
167,16349.0,16349.0,16349.0
168,16881.0,16881.0,16881.0
169,16013.0,16013.0,16013.0
170,14787.0,14787.0,14787.0
171,13386.0,13386.0,13386.0
172,12749.0,12749.0,12749.0
173,12888.0,12888.0,12888.0
174,12833.0,12833.0,12833.0
175,13247.0,13247.0,13247.0
176,14105.0,14105.0,14105.0
177,15997.0,15997.0,15997.0
178,14832.0,14832.0,14832.0
179,14391.0,14391.0,14391.0
180,16386.0,16386.0,16386.0
181,16379.0,16379.0,16379.0
182,14455.0,14455.0,14455.0
183,14568.0,14568.0,14568.0
184,15287.0,15287.0,15287.0
185,14822.0,14822.0,14822.0
186,14763.0,14763.0,14763.0
187,13589.0,13589.0,13589.0
188,12874.0,12874.0,12874.0
189,11673.0,11673.0,11673.0
190,11403.0,11403.0,11403.0
191,11538.0,11538.0,11538.0
192,11907.0,11907.0,11907.0
193,11633.0,11633.0,11633.0
194,10228.0,10228.0,10228.0
195,11765.0,11765.0,11765.0
196,13732.0,13732.0,13732.0
197,13858.0,13858.0,13858.0
198,14266.0,14266.0,14266.0
199,12679.0,12679.0,12679.0
200,11723.0,11723.0,11723.0
201,11317.0,11317.0,11317.0
202,11193.0,11193.0,11193.0
203,11043.0,11043.0,11043.0
204,10009.0,10009.0,10009.0
205,9280.0,9280.0,9280.0
206,9075.0,9075.0,9075.0
207,8259.0,8259.0,8259.0
208,8445.0,8445.0,8445.0
209,9808.0,9808.0,9808.0
210,9939.0,9939.0,9939.0
211,11116.0,11116.0,11116.0
212,11710.0,11710.0,11710.0
213,11545.0,11545.0,11545.0
214,11513.0,11513.0,11513.0
215,10856.0,10856.0,10856.0
216,10065.0,10065.0,10065.0
217,10458.0,10458.0,10458.0
218,11806.0,11806.0,11806.0
219,11754.0,11754.0,11754.0
220,11082.0,11082.0,11082.0
221,11042.0,11042.0,11042.0
222,10507.0,10507.0,10507.0
223,10221.0,10221.0,10221.0
224,10730.0,10730.0,10730.0
225,10686.0,10686.0,10686.0
226,11043.0,11043.0,11043.0
227,10751.0,10751.0,10751.0
228,10359.0,10359.0,10359.0
229,10027.0,10027.0,10027.0
230,9571.0,9571.0,9571.0
231,9182.0,9182.0,9182.0
232,9682.0,9682.0,9682.0
233,8950.0,8950.0,8950.0
234,8971.0,8971.0,8971.0
235,8814.0,8814.0,8814.0
236,8753.0,8753.0,8753.0
237,8583.0,8583.0,8583.0
238,8409.0,8409.0,8409.0
239,8906.0,8906.0,8906.0
240,8438.0,8438.0,8438.0
241,8296.0,8296.0,8296.0
242,8118.0,8118.0,8118.0
243,7986.0,7986.0,7986.0
244,7949.0,7949.0,7949.0
245,9379.0,9379.0,9379.0
246,9582.0,9582.0,9582.0
247,8790.0,8790.0,8790.0
248,7976.0,7976.0,7976.0
249,10127.0,10127.0,10127.0
250,10836.0,10836.0,10836.0
251,10851.0,10851.0,10851.0
252,11380.0,11380.0,11380.0
253,11348.0,11348.0,11348.0
254,10953.0,10953.0,10953.0
255,10477.0,10477.0,10477.0
256,10456.0,10456.0,10456.0
257,9456.0,9456.0,9456.0
258,9152.0,9152.0,9152.0
259,8650.0,8650.0,8650.0
260,8398.0,8398.0,8398.0
261,8068.0,8068.0,8068.0
262,7550.0,7550.0,7550.0
263,6480.0,6480.0,6480.0
264,6367.0,6367.0,6367.0
265,6314.0,6314.0,6314.0
266,5655.0,5655.0,5655.0
267,5324.0,5324.0,5324.0
268,4615.0,4615.0,4615.0
269,4384.0,4384.0,4384.0
270,4069.0,4069.0,4069.0
271,4122.0,4122.0,4122.0
272,4067.0,4067.0,4067.0
273,3880.0,3880.0,3880.0
274,3955.0,3955.0,3955.0
275,4007.0,4007.0,4007.0
276,3930.0,3930.0,3930.0
277,3879.0,3879.0,3879.0
278,3585.0,3585.0,3585.0
279,3522.0,3522.0,3522.0
280,3006.0,3006.0,3006.0
281,2837.0,2837.0,2837.0
282,2754.0,2754.0,2754.0
283,2877.0,2877.0,2877.0
284,3044.0,3044.0,3044.0
285,3230.0,3230.0,3230.0
286,3322.0,3322.0,3322.0
287,3360.0,3360.0,3360.0
288,3190.0,3190.0,3190.0
289,3482.0,3482.0,3482.0
290,3109.0,3109.0,3109.0
291,2916.0,2916.0,2916.0
292,2487.0,2487.0,2487.0
293,2448.0,2448.0,2448.0
294,2499.0,2499.0,2499.0
295,2401.0,2401.0,2401.0
296,2084.0,2084.0,2084.0
297,2269.0,2269.0,2269.0
298,2216.0,2216.0,2216.0
299,1974.0,1974.0,1974.0
300,1896.0,1896.0,1896.0
301,1646.0,1646.0,1646.0
302,1391.0,1391.0,1391.0
303,1292.0,1292.0,1292.0
304,1024.0,1024.0,1024.0
305,949.0,949.0,949.0
306,837.0,837.0,837.0
307,538.0,538.0,538.0
308,280.0,280.0,280.0
309,196.0,196.0,196.0
310,116.0,116.0,116.0
311,70.0,70.0,70.0
312,40.0,40.0,40.0
313,14.0,14.0,14.0
