,index,mean,lower_bound,upper_bound
133,135,1.0357142857142858,0.0,2.0
134,136,1.0,0.0,3.6499999999999986
135,137,1.3928571428571428,0.0,3.6499999999999986
136,138,1.8571428571428572,0.0,4.0
137,139,1.3571428571428572,0.0,4.649999999999999
138,140,1.1071428571428572,0.0,2.0
139,141,0.9642857142857143,0.0,2.6499999999999986
140,142,1.6428571428571428,0.0,4.0
141,143,1.5357142857142858,0.0,5.649999999999999
142,144,1.9642857142857142,0.0,4.649999999999999
143,145,1.2857142857142858,0.0,4.0
144,146,1.3928571428571428,0.0,6.599999999999994
145,147,1.8214285714285714,0.0,5.949999999999996
146,148,1.3928571428571428,0.0,5.949999999999996
147,149,1.2857142857142858,0.0,4.649999999999999
148,150,1.6071428571428572,0.0,5.299999999999997
149,151,1.3214285714285714,0.0,4.299999999999997
150,152,1.4642857142857142,0.0,3.6499999999999986
151,153,1.0,0.0,3.6499999999999986
152,154,1.1428571428571428,0.0,4.0
153,155,1.0,0.0,3.6499999999999986
154,156,1.3571428571428572,0.0,4.0
155,157,1.7857142857142858,0.0,8.599999999999994
156,158,1.4642857142857142,0.0,5.599999999999994
157,159,1.1071428571428572,0.0,3.6499999999999986
158,160,2.0714285714285716,0.0,6.299999999999997
159,161,1.5714285714285714,0.0,5.299999999999997
160,162,1.8214285714285714,0.0,5.949999999999996
161,163,1.7857142857142858,0.0,4.649999999999999
162,164,2.0,0.0,5.0
163,165,1.5714285714285714,0.0,4.0
164,166,2.107142857142857,0.0,5.649999999999999
165,167,1.2857142857142858,0.0,3.6499999999999986
166,168,0.8571428571428571,0.0,2.0
167,169,1.2142857142857142,0.0,4.0
168,170,1.3571428571428572,0.0,3.6499999999999986
169,171,0.8571428571428571,0.0,2.0
170,172,1.1071428571428572,0.0,3.0
171,173,0.8928571428571429,0.0,2.0
172,174,0.7857142857142857,0.0,2.0
173,175,1.1785714285714286,0.0,3.0
174,176,0.9642857142857143,0.0,3.0
175,177,1.25,0.0,3.6499999999999986
176,178,1.5,0.0,4.0
177,179,1.5714285714285714,0.0,5.0
178,180,1.3928571428571428,0.0,3.0
179,181,1.0357142857142858,0.0,3.299999999999997
180,182,1.0357142857142858,0.0,3.0
181,183,1.2142857142857142,0.0,2.6499999999999986
182,184,1.1428571428571428,0.0,3.6499999999999986
183,185,1.4285714285714286,0.0,4.0
184,186,0.8928571428571429,0.0,2.6499999999999986
185,187,0.8928571428571429,0.0,2.6499999999999986
186,188,1.1785714285714286,0.0,3.6499999999999986
187,189,0.7142857142857143,0.0,2.6499999999999986
188,190,0.8214285714285714,0.0,2.6499999999999986
189,191,1.1428571428571428,0.0,3.299999999999997
190,192,1.0714285714285714,0.0,2.6499999999999986
191,193,1.2142857142857142,0.0,3.0
192,194,1.25,0.0,3.0
193,195,0.8928571428571429,0.0,2.0
194,196,1.1428571428571428,0.0,4.299999999999997
195,197,1.2857142857142858,0.0,3.0
196,198,0.6785714285714286,0.0,3.299999999999997
197,199,0.7142857142857143,0.0,2.0
198,200,1.0357142857142858,0.0,4.0
199,201,1.3214285714285714,0.0,6.0
200,202,0.9285714285714286,0.0,3.6499999999999986
201,203,1.2142857142857142,0.0,3.0
202,204,0.9642857142857143,0.0,2.0
203,205,0.6785714285714286,0.0,2.0
204,206,0.6428571428571429,0.0,2.0
205,207,0.9285714285714286,0.0,2.0
206,208,0.6785714285714286,0.0,3.0
207,209,0.8214285714285714,0.0,2.0
208,210,0.7142857142857143,0.0,2.0
209,211,0.8571428571428571,0.0,3.0
210,212,0.9285714285714286,0.0,3.0
211,213,1.0,0.0,3.0
212,214,0.6428571428571429,0.0,3.6499999999999986
213,215,0.75,0.0,2.0
214,216,0.9285714285714286,0.0,3.0
215,217,0.8928571428571429,0.0,2.6499999999999986
216,218,0.7142857142857143,0.0,2.0
217,219,0.39285714285714285,0.0,2.6499999999999986
218,220,0.6071428571428571,0.0,2.0
219,221,0.5714285714285714,0.0,2.0
220,222,0.9642857142857143,0.0,4.0
221,223,1.0714285714285714,0.0,3.6499999999999986
222,224,0.5357142857142857,0.0,2.0
223,225,0.8928571428571429,0.0,3.0
224,226,0.35714285714285715,0.0,1.0
225,227,0.6428571428571429,0.0,2.0
226,228,0.6071428571428571,0.0,2.6499999999999986
227,229,0.7857142857142857,0.0,3.0
228,230,0.8571428571428571,0.0,2.0
229,231,0.8214285714285714,0.0,2.6499999999999986
230,232,0.7857142857142857,0.0,3.0
231,233,0.6785714285714286,0.0,2.0
232,234,0.6071428571428571,0.0,2.0
233,235,0.4642857142857143,0.0,1.6499999999999986
234,236,0.5357142857142857,0.0,2.0
235,237,0.35714285714285715,0.0,2.0
236,238,0.32142857142857145,0.0,2.0
237,239,0.17857142857142858,0.0,1.0
238,240,0.6071428571428571,0.0,2.0
239,241,0.5714285714285714,0.0,2.6499999999999986
240,242,0.35714285714285715,0.0,2.0
241,243,0.35714285714285715,0.0,1.6499999999999986
242,244,0.35714285714285715,0.0,1.0
243,245,0.5357142857142857,0.0,2.0
244,246,0.5357142857142857,0.0,2.0
245,247,0.4642857142857143,0.0,2.0
246,248,0.39285714285714285,0.0,1.6499999999999986
247,249,0.5,0.0,2.0
248,250,0.6785714285714286,0.0,2.0
249,251,0.6428571428571429,0.0,2.0
250,252,0.21428571428571427,0.0,1.0
251,253,0.25,0.0,1.6499999999999986
252,254,0.5357142857142857,0.0,2.0
253,255,0.42857142857142855,0.0,2.0
254,256,0.07142857142857142,0.0,0.6499999999999986
255,257,0.25,0.0,1.0
256,258,0.17857142857142858,0.0,1.0
257,259,0.5714285714285714,0.0,2.0
258,260,0.25,0.0,1.0
259,261,0.32142857142857145,0.0,2.0
260,262,0.10714285714285714,0.0,1.0
261,263,0.17857142857142858,0.0,1.6499999999999986
262,264,0.5,0.0,2.299999999999997
263,265,0.39285714285714285,0.0,1.0
264,266,0.32142857142857145,0.0,1.6499999999999986
265,267,0.21428571428571427,0.0,1.0
266,268,0.25,0.0,1.0
267,269,0.4642857142857143,0.0,2.0
268,270,0.8571428571428571,0.0,3.0
269,271,0.6428571428571429,0.0,2.6499999999999986
270,272,0.7857142857142857,0.0,2.6499999999999986
271,273,0.6785714285714286,0.0,2.0
272,274,0.35714285714285715,0.0,2.299999999999997
273,275,0.4642857142857143,0.0,2.299999999999997
274,276,0.39285714285714285,0.0,2.0
275,277,0.2857142857142857,0.0,1.0
276,278,0.2857142857142857,0.0,1.6499999999999986
277,280,0.25,0.0,1.6499999999999986
278,281,0.03571428571428571,0.0,0.0
279,282,0.21428571428571427,0.0,1.0
280,283,0.39285714285714285,0.0,2.0
281,284,0.35714285714285715,0.0,1.6499999999999986
282,285,0.4642857142857143,0.0,2.299999999999997
283,286,0.32142857142857145,0.0,1.6499999999999986
284,287,0.17857142857142858,0.0,1.0
285,288,0.21428571428571427,0.0,1.0
286,289,0.03571428571428571,0.0,0.0
287,290,0.07142857142857142,0.0,0.6499999999999986
288,291,0.2857142857142857,0.0,1.0
289,292,0.17857142857142858,0.0,1.0
290,293,0.10714285714285714,0.0,1.0
291,294,0.32142857142857145,0.0,2.299999999999997
292,295,0.25,0.0,1.0
293,296,0.2857142857142857,0.0,1.6499999999999986
294,297,0.32142857142857145,0.0,2.299999999999997
295,298,0.14285714285714285,0.0,1.0
296,299,0.07142857142857142,0.0,0.6499999999999986
