2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,75.0,76.0,77.0,78.0,79.0,80.0,81.0,82.0,83.0,84.0,85.0,86.0,87.0,88.0,89.0,90.0,91.0,92.0,93.0,94.0,95.0,96.0,97.0,98.0,99.0,100.0,101.0,102.0,103.0,104.0,105.0,106.0,107.0,108.0,109.0,110.0,111.0,112.0,113.0
1201687,569818,465804,127051,85769,65813,59826,54265,53709,53816,50920,48233,45969,45576,43629,40211,39727,36927,35715,34234,32801,31869,28951,25424,24523,23791,22404,20676,21445,21175,19869,20353,20012,19707,20737,20256,20107,17436,16755,17394,17868,18266,20087,19254,16871,16267,16910,16356,16098,16704,16105,15399,15016,14948,15365,14112,13884,14601,13806,13484,12939,10212,9605,9062,9359,8438,8706,8641,8456,8556,8068,8782,8038,6992,6705,6885,6663,6259,6431,6321,5422,4980,5254,5304,4667,4459,4600,4129,4129,5431,6389,6366,6373,4481,3618,2949,2738,2540,2131,1799,1372,1003,819,587,511,299,245,161,157,57,26,16
1201977,570116,466386,126890,85215,65774,59898,54472,52943,53381,51301,48686,45997,45734,43664,39965,39913,36628,35422,34527,32778,31774,29051,25102,24473,23973,22262,20968,21354,20985,19964,20424,20316,19722,20250,20461,19948,17581,16611,17449,17712,18410,20011,19203,16806,16257,16640,16407,15921,16655,16154,15487,15067,15134,15294,13912,14077,14697,13822,13307,13194,10108,9522,9101,9210,8652,8780,8757,8434,8652,8248,8553,8177,6896,6593,6930,6634,6286,6473,6460,5347,5060,5267,5169,4645,4368,4367,4134,4151,5440,6730,6415,6351,4608,3548,3001,2781,2468,2159,1812,1337,996,825,576,469,313,218,154,132,57,21,28
1203552,570794,465698,126684,85144,66324,59434,53962,53201,53301,51129,48579,45679,45378,43633,40207,39950,36879,35243,34095,32979,31945,28931,25362,24844,23957,22240,20477,21391,20673,20016,20183,20170,19780,20702,20190,19859,17467,16982,17245,17785,18542,20030,19275,16790,16202,16665,16346,16145,16396,16018,15275,15031,15207,15303,14118,14093,14609,13923,13241,13089,10145,9429,9240,9187,8752,8820,8768,8472,8849,8190,8692,8125,7009,6631,6926,6548,6212,6495,6557,5397,4995,5315,5061,4634,4344,4424,4074,4055,5384,6440,6642,6353,4690,3620,2876,2800,2473,2128,1688,1354,985,744,601,488,325,234,160,127,69,32,14
1201456,569591,465690,127417,85764,66678,59620,53698,53780,53842,50999,48515,45455,45322,43667,40118,40135,37204,35475,34569,33010,31652,29040,25111,24777,23684,22229,20968,21293,20985,19655,20335,20248,19760,20407,20461,19767,17542,16663,17393,17622,18485,20169,19511,16615,16186,16666,16598,16115,16422,16124,15295,14883,15156,15305,14206,13981,14653,13605,13454,13162,10138,9653,9247,9355,8724,8740,8725,8264,8761,8287,8679,7996,7018,6690,7043,6728,6278,6471,6375,5378,5001,5225,5126,4621,4365,4365,3912,4232,5539,6502,6480,6420,4530,3464,2970,2846,2396,2148,1844,1346,1012,807,574,509,308,223,167,134,76,21,14
1201571,570489,466279,127216,85654,66151,59530,54038,53282,53251,50853,48750,45795,45560,43650,40164,39966,36676,35694,34511,32866,31646,29024,25068,24451,23641,22502,21015,21185,21197,20015,20370,20254,19662,20539,20708,19646,17544,16495,17079,17839,18509,20166,19198,16724,16208,16777,16532,15966,16747,15946,15256,14889,15104,15464,14144,14120,14289,13902,13220,12962,10288,9659,9162,9113,8652,8991,8653,8539,8645,8175,8640,8003,6987,6677,6922,6823,6363,6360,6388,5433,4973,5166,5333,4609,4323,4370,4085,4163,5552,6503,6416,6341,4526,3554,2947,2822,2555,2077,1900,1391,1044,753,599,522,304,244,166,156,60,25,14
1202377,571983,464487,126714,85714,66468,59734,53946,53379,53646,50989,48862,46088,45759,43242,40377,40080,37204,35230,34066,32770,31868,29089,24993,24622,23736,22035,20654,21222,20801,19987,20080,20157,19645,20380,20351,19558,17562,16941,17474,17631,18295,19971,19138,16836,16146,16773,16354,16121,16592,15824,15146,14809,15136,15457,14276,14052,14490,13957,13344,13191,10161,9674,9015,9173,8663,8884,8675,8553,8723,8357,8617,8014,7131,6745,7023,6805,6347,6591,6474,5440,4902,5218,5193,4553,4361,4399,4098,4104,5442,6486,6556,6322,4487,3604,2924,2812,2452,2093,1831,1415,1037,781,580,478,322,215,134,134,66,22,20
1201582,571683,465382,126901,86193,66130,59443,54298,53228,53566,50294,48443,46009,45454,43521,40545,40038,36955,35413,34703,32822,31964,29037,25350,24568,23952,22388,20814,21452,21040,19948,20117,19938,19654,20248,20618,19785,17397,16757,17714,17522,18480,20025,19085,16975,16172,16619,16487,16198,16382,15983,15408,14842,15462,15385,14281,13667,14207,13658,13302,13159,9992,9793,9197,9180,8445,8678,8680,8394,8697,8143,8615,8006,6902,6709,6911,6753,6215,6564,6393,5366,4951,5345,5233,4494,4532,4390,4058,4205,5536,6510,6411,6365,4536,3583,3009,2799,2492,2137,1896,1332,1021,787,507,493,320,251,167,163,67,30,19
1201806,571008,466066,127007,85733,65960,59783,54109,53519,53239,51058,48449,45965,45294,43360,40327,39981,36817,35319,34479,32880,32046,28944,25258,24506,23759,22265,20528,21266,21163,20277,20200,20169,19697,20563,20351,19691,17336,17044,17445,17682,18161,20094,19138,16815,16137,16823,16372,15950,16513,16195,15449,14947,15342,15469,14176,13965,14346,13711,13446,13227,10221,9609,9133,9201,8694,8782,8639,8360,8627,8151,8683,7848,6929,6633,6881,6563,6245,6412,6292,5353,4944,5144,5272,4694,4433,4474,4116,4282,5524,6544,6413,6398,4502,3679,3017,2872,2484,2145,1830,1355,997,846,565,569,320,237,167,128,48,24,11
1202426,570571,464964,126687,85533,66237,59527,54313,53104,53264,50813,49024,46008,45407,43395,40324,39903,36967,35443,34588,33025,31572,29021,25222,24677,23675,22461,20760,21467,21193,19858,20287,20006,19741,20411,20608,19934,17480,16816,17259,17711,18477,19767,19137,16770,16086,16849,16648,15995,16488,16147,15356,15167,15323,15276,14187,13807,14685,13892,13400,13146,10327,9775,9105,9365,8598,8779,8727,8529,8429,8175,8578,8183,6910,6622,6768,6842,6396,6416,6509,5466,5020,5331,5192,4548,4436,4411,3940,4183,5428,6469,6452,6282,4618,3483,2878,2861,2575,1994,1857,1297,1063,776,586,536,274,255,150,139,59,21,17
